path,asset_kind,size_bytes,sha256,manifest_sha256,sha256_matches_manifest,strict_manifest_match_required
docs/experiments/casee/results/casee_c008_c009_inlet_turbulence_audit.csv,csv_table,2346,2d3979c42be1d5f5683c09d57c8f2d26fa78d4fb436597a67ed22469ff6ad47c,2d3979c42be1d5f5683c09d57c8f2d26fa78d4fb436597a67ed22469ff6ad47c,True,False
docs/experiments/casee/results/casee_c008_c009_inlet_turbulence_audit.json,json_manifest_or_gate,27454,cfa18ce137608efb55c2012de691ab3e64fcef2561838f1ec7b6460f4220483b,cfa18ce137608efb55c2012de691ab3e64fcef2561838f1ec7b6460f4220483b,True,False
docs/experiments/casee/results/casee_c008_c009_inlet_turbulence_audit.md,markdown_report_or_protocol,1378,aadc4f7873b53efe7a4e0a012a2b01a4f455c2206a4799ca8a90c678cd2fff42,aadc4f7873b53efe7a4e0a012a2b01a4f455c2206a4799ca8a90c678cd2fff42,True,False
docs/experiments/casee/results/casee_c014_residual_structure_audit.csv,csv_table,3516,cc2c9a9d21a3f932a03f72f4c4fce0a62a8656f8b72517b8ee07dd32bc761ec9,cc2c9a9d21a3f932a03f72f4c4fce0a62a8656f8b72517b8ee07dd32bc761ec9,True,False
docs/experiments/casee/results/casee_c014_residual_structure_audit.json,json_manifest_or_gate,22748,99ccd2aed6a2445bc2b3326df5afbc622c3e7493f4d9a346dcf1c58d0a0a3bb6,99ccd2aed6a2445bc2b3326df5afbc622c3e7493f4d9a346dcf1c58d0a0a3bb6,True,False
docs/experiments/casee/results/casee_c014_residual_structure_audit.md,markdown_report_or_protocol,4087,7edab34c31d933ebebf8f8956c5cc134886104d95c34c2a740ab17c0db465638,7edab34c31d933ebebf8f8956c5cc134886104d95c34c2a740ab17c0db465638,True,False
docs/experiments/casee/results/casee_c016_codegen_gate.csv,csv_table,530,6d1a4be6550c2b103b8ece2f5b03544dcd8440595df81cbd164b32b2bea802bd,6d1a4be6550c2b103b8ece2f5b03544dcd8440595df81cbd164b32b2bea802bd,True,False
docs/experiments/casee/results/casee_c016_codegen_gate.json,json_manifest_or_gate,1516,72a51f5129a5059825680a0db3ce015ffdec4763fef4824e7231cdef6f9600b1,72a51f5129a5059825680a0db3ce015ffdec4763fef4824e7231cdef6f9600b1,True,False
docs/experiments/casee/results/casee_c016_codegen_gate.md,markdown_report_or_protocol,1175,4bfe8d14002029531b01f9ee3b694934f00697a4b90f46f28de748fa854773c2,4bfe8d14002029531b01f9ee3b694934f00697a4b90f46f28de748fa854773c2,True,False
docs/experiments/casee/results/casee_claim_support_gate.json,json_manifest_or_gate,9320,1e2736bf40576c8319822375b348d8b224e8b85a12ebd11ece3c3f452209f2a7,1e2736bf40576c8319822375b348d8b224e8b85a12ebd11ece3c3f452209f2a7,True,False
docs/experiments/casee/results/casee_claim_support_gate.md,markdown_report_or_protocol,3027,d3fa474381358ad9c3480816fe711ec5f8df8ca432eea80e85b08de819c2f3cd,d3fa474381358ad9c3480816fe711ec5f8df8ca432eea80e85b08de819c2f3cd,True,False
docs/experiments/casee/results/casee_default_policy_gate.json,json_manifest_or_gate,14808,b61addf7d8b7b6c6fb7b93e37efda9695947b91577fdb5351117743d348f9229,b61addf7d8b7b6c6fb7b93e37efda9695947b91577fdb5351117743d348f9229,True,False
docs/experiments/casee/results/casee_default_policy_gate.md,markdown_report_or_protocol,6850,df5acc7ee3e3fbaea67795fa49913597c2ba96ce3a763f537ea67c0180794ffc,df5acc7ee3e3fbaea67795fa49913597c2ba96ce3a763f537ea67c0180794ffc,True,False
docs/experiments/casee/results/casee_default_promotion_gate.csv,csv_table,3752,63b82f4ddb695e33ae8320122f857aee3852b0885d2ed1087e876709941fcf28,63b82f4ddb695e33ae8320122f857aee3852b0885d2ed1087e876709941fcf28,True,False
docs/experiments/casee/results/casee_default_promotion_gate.json,json_manifest_or_gate,7713,343dab981964713e7a43c5400be4133921e098e1906a3b3f656754cd6fedb843,343dab981964713e7a43c5400be4133921e098e1906a3b3f656754cd6fedb843,True,False
docs/experiments/casee/results/casee_default_promotion_gate.md,markdown_report_or_protocol,1311,35ce9ea56f30bb3503a0952c18b8e20c5c0dcaaf7ed09a8652a876ff5e133525,35ce9ea56f30bb3503a0952c18b8e20c5c0dcaaf7ed09a8652a876ff5e133525,True,False
docs/experiments/casee/results/casee_inlet_followup_codegen_gate.csv,csv_table,531,310914cc64c4b739d4f56d5fc9457d96f9d14f8ff7f2d3596770d55cfb002943,310914cc64c4b739d4f56d5fc9457d96f9d14f8ff7f2d3596770d55cfb002943,True,False
docs/experiments/casee/results/casee_inlet_followup_codegen_gate.json,json_manifest_or_gate,1409,a9375a08b137e724b788676490a1c89be02c74c48db6a8ea0ec4e9b25b811a0a,a9375a08b137e724b788676490a1c89be02c74c48db6a8ea0ec4e9b25b811a0a,True,False
docs/experiments/casee/results/casee_inlet_followup_codegen_gate.md,markdown_report_or_protocol,1154,dc0d578f512d89e6976f550501639aa6e4a6510229d8610efe2c6ab828c46fac,dc0d578f512d89e6976f550501639aa6e4a6510229d8610efe2c6ab828c46fac,True,False
docs/experiments/casee/results/casee_manuscript_results_table.csv,csv_table,3565,494b14613eb6baf09f81d767f686a9ad89173e7e6408848b0aa585d96a817aa3,494b14613eb6baf09f81d767f686a9ad89173e7e6408848b0aa585d96a817aa3,True,False
docs/experiments/casee/results/casee_manuscript_results_table.json,json_manifest_or_gate,6806,c80eef5a35754722b2a9d4501c237e1aaab4b0db88b0b27a4227921702d65628,c80eef5a35754722b2a9d4501c237e1aaab4b0db88b0b27a4227921702d65628,True,False
docs/experiments/casee/results/casee_manuscript_results_table.md,markdown_report_or_protocol,3276,c16638c73dfcf8a2be2939f5f1fb763bc2dcb4d052ed47e8c2496236db32ce3f,c16638c73dfcf8a2be2939f5f1fb763bc2dcb4d052ed47e8c2496236db32ce3f,True,False
docs/experiments/casee/results/casee_metrics.csv,csv_table,163,a19e0f80d2c68afa7cc1e3fe59dd1e773f5c4e7930b381799d6bdb56e828051b,a19e0f80d2c68afa7cc1e3fe59dd1e773f5c4e7930b381799d6bdb56e828051b,True,False
docs/experiments/casee/results/casee_native_codegen_smoke_gate.csv,csv_table,724,9bc776084ca1efaad1a67c3f737e00ac40f213a3d65115efe40ae0741beb43ee,9bc776084ca1efaad1a67c3f737e00ac40f213a3d65115efe40ae0741beb43ee,True,False
docs/experiments/casee/results/casee_native_codegen_smoke_gate.json,json_manifest_or_gate,6579,5b15f78721cb24fda87cb0bea59d41a356899d5dfd9b396a24e383782ee28163,5b15f78721cb24fda87cb0bea59d41a356899d5dfd9b396a24e383782ee28163,True,False
docs/experiments/casee/results/casee_native_codegen_smoke_gate.md,markdown_report_or_protocol,1227,21a0f9be8118c456077ea3a4a3ca6b54066125617edaebf3c55b1541d2767827,21a0f9be8118c456077ea3a4a3ca6b54066125617edaebf3c55b1541d2767827,True,False
docs/experiments/casee/results/casee_official_residual_paper_table.csv,csv_table,6071,40b637a0d48b44f055b44f601ea53f3208863593cf74f1ba60cdd7b21f36159c,40b637a0d48b44f055b44f601ea53f3208863593cf74f1ba60cdd7b21f36159c,True,False
docs/experiments/casee/results/casee_official_residual_paper_table.json,json_manifest_or_gate,12617,179a5b33ad582d0134ab52c2d2203a4c46d04b4b7a485557b1b905c7692e4ed7,179a5b33ad582d0134ab52c2d2203a4c46d04b4b7a485557b1b905c7692e4ed7,True,False
docs/experiments/casee/results/casee_official_residual_paper_table.md,markdown_report_or_protocol,2448,8e5b9349308ea8a95812a8a0ca71a3e988e2265ff4322875f1c5dfe8db1ebc8f,8e5b9349308ea8a95812a8a0ca71a3e988e2265ff4322875f1c5dfe8db1ebc8f,True,False
docs/experiments/casee/results/casee_paper_evidence_gate.json,json_manifest_or_gate,13578,60f0c523cc66d93d1c4636cd16f04756bc6739fe2dadf03e6d7aac9ede54eeaa,60f0c523cc66d93d1c4636cd16f04756bc6739fe2dadf03e6d7aac9ede54eeaa,True,False
docs/experiments/casee/results/casee_paper_evidence_gate.md,markdown_report_or_protocol,8106,c3aad26b7edfd52568b62a280a690c9ba80a41c2f92e2ecb5df27d8abcdcfc31,c3aad26b7edfd52568b62a280a690c9ba80a41c2f92e2ecb5df27d8abcdcfc31,True,False
docs/experiments/casee/results/casee_paper_results_figure.png,figure,202797,fe7e4b5852bd16759b62b00175b9c1e79181ce443782d01b88f1f6543d5cc931,fe7e4b5852bd16759b62b00175b9c1e79181ce443782d01b88f1f6543d5cc931,True,False
docs/experiments/casee/results/casee_paper_results_figure.svg,figure,97640,91ac82b877c7833757f8a3e370da88121735a08bb13e5fdd09555df5e8410835,91ac82b877c7833757f8a3e370da88121735a08bb13e5fdd09555df5e8410835,True,False
docs/experiments/casee/results/casee_paper_results_figure_qa.json,json_manifest_or_gate,2230,936a3aafebbb876e9a7fb9e85f9b64edb8cbab3bbb9a50d0c23f2688f01924df,936a3aafebbb876e9a7fb9e85f9b64edb8cbab3bbb9a50d0c23f2688f01924df,True,False
docs/experiments/casee/results/casee_paper_results_figure_source.csv,csv_table,1350,a4dadabe6de2dac38521d339d0db355d5c1ab8a37128e3cb5f044657e65eb2bb,a4dadabe6de2dac38521d339d0db355d5c1ab8a37128e3cb5f044657e65eb2bb,True,False
docs/experiments/casee/results/casee_postrun_official_audit_handoff.csv,csv_table,531,bdf027a29169410c4e057710c1a0be55485382ab36ec31bd29d0bd1f04a2ed02,bdf027a29169410c4e057710c1a0be55485382ab36ec31bd29d0bd1f04a2ed02,True,False
docs/experiments/casee/results/casee_postrun_official_audit_handoff.json,json_manifest_or_gate,2131,af71faa321018d938bf539ab3860f6e0ee7325bf539fc3221b3feb52ca71fcb2,af71faa321018d938bf539ab3860f6e0ee7325bf539fc3221b3feb52ca71fcb2,True,False
docs/experiments/casee/results/casee_postrun_official_audit_handoff.md,markdown_report_or_protocol,1128,841f160a36721a82116f1beeb8939421754015992a2f9be2289edce959b8bd15,841f160a36721a82116f1beeb8939421754015992a2f9be2289edce959b8bd15,True,False
docs/experiments/casee/results/casee_publication_readiness_gate.json,json_manifest_or_gate,10963,3d8e878de83a540821a8a9102299bdba381b87eba4aeed980a3974f4172a58b0,3d8e878de83a540821a8a9102299bdba381b87eba4aeed980a3974f4172a58b0,True,False
docs/experiments/casee/results/casee_publication_readiness_gate.md,markdown_report_or_protocol,4366,ed06d7d4c988dc0954f5c54cb28cbb71c320469feeb80433b1de813958d925c1,ed06d7d4c988dc0954f5c54cb28cbb71c320469feeb80433b1de813958d925c1,True,False
docs/experiments/casee/results/casee_reproducibility_suite.json,json_manifest_or_gate,1172509,b2213b1d1ed3800e49867b149e7b56bf2997c69433a7b0dd0d106be4bbc465df,b2213b1d1ed3800e49867b149e7b56bf2997c69433a7b0dd0d106be4bbc465df,True,False
docs/experiments/casee/results/casee_reproducibility_suite.md,markdown_report_or_protocol,5247,2de3185190972e1d745c3db822e8912e25071e644d9e6d7918cc14c011566bc0,2de3185190972e1d745c3db822e8912e25071e644d9e6d7918cc14c011566bc0,True,False
docs/experiments/casee/results/casee_research_accuracy_gap_gate.csv,csv_table,2103,b2fe2ec37e07d444fb58a44846a58329cf4659ea93c80bf8c18059b7fdea8ef7,b2fe2ec37e07d444fb58a44846a58329cf4659ea93c80bf8c18059b7fdea8ef7,True,False
docs/experiments/casee/results/casee_research_accuracy_gap_gate.json,json_manifest_or_gate,5131,36d54b3bd8b3712285c112196d7cf7a70841f1511e28b5ca3069be455fbdfd21,36d54b3bd8b3712285c112196d7cf7a70841f1511e28b5ca3069be455fbdfd21,True,False
docs/experiments/casee/results/casee_research_accuracy_gap_gate.md,markdown_report_or_protocol,1227,5a76a2737fe61bb9db41686f4ec82df078f9bcbd39c72aba2bd3f2bc3cb72614,5a76a2737fe61bb9db41686f4ec82df078f9bcbd39c72aba2bd3f2bc3cb72614,True,False
docs/experiments/casee/results/casee_rhino_load_evidence_kit.csv,csv_table,1398,a7e3a7022676dfc9e2eac5ec268e616554d422704fe9c676be54057be836862c,a7e3a7022676dfc9e2eac5ec268e616554d422704fe9c676be54057be836862c,True,False
docs/experiments/casee/results/casee_rhino_load_evidence_kit.json,json_manifest_or_gate,5098,2a0dc36a6d71fcdd28fbb81a02736728fad73eb2a5090ea9d83526fde2fe0602,2a0dc36a6d71fcdd28fbb81a02736728fad73eb2a5090ea9d83526fde2fe0602,True,False
docs/experiments/casee/results/casee_rhino_load_evidence_kit.md,markdown_report_or_protocol,2448,666bf23f7319ddc4d70f195cc8be55b487f0164fe9932c6f19ecd294cd7524dc,666bf23f7319ddc4d70f195cc8be55b487f0164fe9932c6f19ecd294cd7524dc,True,False
docs/experiments/casee/results/casee_rhino_load_evidence_packet_gate.csv,csv_table,2399,131657f0719e0dd2e6f3a1e0e27e56e86efdcc1476f0cd688210d8e9d5633596,131657f0719e0dd2e6f3a1e0e27e56e86efdcc1476f0cd688210d8e9d5633596,True,False
docs/experiments/casee/results/casee_rhino_load_evidence_packet_gate.json,json_manifest_or_gate,8717,c427b90a4bd0760352e3169e8b25e8321a90b20c5facf1f7ec5d7557abf726aa,c427b90a4bd0760352e3169e8b25e8321a90b20c5facf1f7ec5d7557abf726aa,True,False
docs/experiments/casee/results/casee_rhino_load_evidence_packet_gate.md,markdown_report_or_protocol,2164,1ce5b0ab86a6d68f1d5fcb9cbf08181195968b357d4d55d00e497774ad3d2a09,1ce5b0ab86a6d68f1d5fcb9cbf08181195968b357d4d55d00e497774ad3d2a09,True,False
docs/experiments/casee/results/casee_runbook_codegen_preflight.csv,csv_table,1068,415c03f1a6ea8210fcb96f35f79f00ea45d8f19cf646753273e20007b77fbeac,415c03f1a6ea8210fcb96f35f79f00ea45d8f19cf646753273e20007b77fbeac,True,False
docs/experiments/casee/results/casee_runbook_codegen_preflight.json,json_manifest_or_gate,11130,94c34c398b0aef378daf1d1abfe2fb50107110284e943691b4b585142bb0a62e,94c34c398b0aef378daf1d1abfe2fb50107110284e943691b4b585142bb0a62e,True,False
docs/experiments/casee/results/casee_runbook_codegen_preflight.md,markdown_report_or_protocol,1449,ac4b99e198c7da91bd15d41f0b43cb7633e216c11b8cffce317a61e52eb39bda,ac4b99e198c7da91bd15d41f0b43cb7633e216c11b8cffce317a61e52eb39bda,True,False
docs/experiments/casee/results/casee_solver_run_provenance_ledger.csv,csv_table,17562,6fe43a2fda4b4da84a0a18ce9231b10f2d2a51d2b51890ef2aa41c2cf615145b,6fe43a2fda4b4da84a0a18ce9231b10f2d2a51d2b51890ef2aa41c2cf615145b,True,False
docs/experiments/casee/results/casee_solver_run_provenance_ledger.json,json_manifest_or_gate,28455,09d7a68016f8c7c9bf0b2cb900050f5d84fb693605fc0a66481b8e70b54dc770,09d7a68016f8c7c9bf0b2cb900050f5d84fb693605fc0a66481b8e70b54dc770,True,False
docs/experiments/casee/results/casee_solver_run_provenance_ledger.md,markdown_report_or_protocol,7206,7a794daf494feb4701a82dc0de4c57b1d2c6c0dbf70383e72f0ff4d5389324ac,7a794daf494feb4701a82dc0de4c57b1d2c6c0dbf70383e72f0ff4d5389324ac,True,False
docs/experiments/casee/results/casee_validation_report.md,markdown_report_or_protocol,5947,9d7f44e481b92157c32c55ba1fdd330d5c815bd42c8b3e45a035d54674505fb5,9d7f44e481b92157c32c55ba1fdd330d5c815bd42c8b3e45a035d54674505fb5,True,False
docs/experiments/casee/results/casee_validation_summary.xlsx,workbook_summary,16383,10a2ed7998af288b371f08ec8c019f2b9f3ea3452d79513a13aaeacc16495b3a,10a2ed7998af288b371f08ec8c019f2b9f3ea3452d79513a13aaeacc16495b3a,True,False
docs/experiments/casee/results/casee_wall_followup_codegen_gate.csv,csv_table,620,bb2f26d96c97b947b0f9a562158e88e34b5635f4b88a39e532f65f81a27ab0c2,bb2f26d96c97b947b0f9a562158e88e34b5635f4b88a39e532f65f81a27ab0c2,True,False
docs/experiments/casee/results/casee_wall_followup_codegen_gate.json,json_manifest_or_gate,1483,1f8babe70f99233630a1de0eccaa435f8babea89a159cdde801484be1bf96070,1f8babe70f99233630a1de0eccaa435f8babea89a159cdde801484be1bf96070,True,False
docs/experiments/casee/results/casee_wall_followup_codegen_gate.md,markdown_report_or_protocol,1228,520247e3a83d7eb06214a2df88d99b942ba45658a4451dce6b8c3114f3e46b82,520247e3a83d7eb06214a2df88d99b942ba45658a4451dce6b8c3114f3e46b82,True,False
docs/experiments/casee/results/casee_workspace_hygiene_gate.csv,csv_table,19303,1a44c007a2c85397666b8ba2224bccde53a1a305a388f0c7028c1837a56c0025,1a44c007a2c85397666b8ba2224bccde53a1a305a388f0c7028c1837a56c0025,True,False
docs/experiments/casee/results/casee_workspace_hygiene_gate.json,json_manifest_or_gate,39943,5280dcbbd85b1f590de3384c99a06065325b278ed894a871bf45741a24be4c75,5280dcbbd85b1f590de3384c99a06065325b278ed894a871bf45741a24be4c75,True,False
docs/experiments/casee/results/casee_workspace_hygiene_gate.md,markdown_report_or_protocol,1450,cc65b3de107d5545203cb582ef6ad95f89af761404a04fd5ebb0d4b0f410ccaf,cc65b3de107d5545203cb582ef6ad95f89af761404a04fd5ebb0d4b0f410ccaf,True,False
docs/experiments/casee/results/citylbm_build_hash_stability_gate.csv,csv_table,462,386f8ab9cbcc5ac2e1df9b4af5c896c94782b1ae407d1975a38228277cdaacdd,386f8ab9cbcc5ac2e1df9b4af5c896c94782b1ae407d1975a38228277cdaacdd,True,False
docs/experiments/casee/results/citylbm_build_hash_stability_gate.json,json_manifest_or_gate,5510,1e335685e8d6b797d2ad1b6ddca2074dca413e6d34ed0a3c254f651c2e3962ee,1e335685e8d6b797d2ad1b6ddca2074dca413e6d34ed0a3c254f651c2e3962ee,True,False
docs/experiments/casee/results/citylbm_build_hash_stability_gate.md,markdown_report_or_protocol,805,bbfaac24ed8e5c0a57351a82eaaa2ace181a6e452048c94ebeaf7761ae12dd33,bbfaac24ed8e5c0a57351a82eaaa2ace181a6e452048c94ebeaf7761ae12dd33,True,False
docs/experiments/casee/results/citylbm_casee_accuracy_action_plan_binary_gate.csv,csv_table,855,1fa6a444b8eafdc4a5654e82097cfa06215ef246257be1caa90c362935e3dae5,1fa6a444b8eafdc4a5654e82097cfa06215ef246257be1caa90c362935e3dae5,True,False
docs/experiments/casee/results/citylbm_casee_accuracy_action_plan_binary_gate.json,json_manifest_or_gate,1718,024ceac7b61562cd5247f434e8d81f925b9ea5bd4a9a5c4ad39e52a865ed8394,024ceac7b61562cd5247f434e8d81f925b9ea5bd4a9a5c4ad39e52a865ed8394,True,False
docs/experiments/casee/results/citylbm_casee_accuracy_action_plan_binary_gate.md,markdown_report_or_protocol,1522,8a72915a43c738303547e46bec8bb7f203c456f9b72848a5e810095f94d7ed2e,8a72915a43c738303547e46bec8bb7f203c456f9b72848a5e810095f94d7ed2e,True,False
docs/experiments/casee/results/citylbm_casee_accuracy_action_plan_component_gate.csv,csv_table,588,8481f0f7948ce9856d6b057b3748cfb2026d4cddd4955f4e218c786494efc1bf,8481f0f7948ce9856d6b057b3748cfb2026d4cddd4955f4e218c786494efc1bf,True,False
docs/experiments/casee/results/citylbm_casee_accuracy_action_plan_component_gate.json,json_manifest_or_gate,1457,8348087614eae43b7a5299c2a2395301d1fbcd09c091efdd43bf95d377627bf2,8348087614eae43b7a5299c2a2395301d1fbcd09c091efdd43bf95d377627bf2,True,False
docs/experiments/casee/results/citylbm_casee_accuracy_action_plan_component_gate.md,markdown_report_or_protocol,1417,cf685718933b0734cc7b72f757ef375c36646fa50b91024928f5d4c5c0f0fbe6,cf685718933b0734cc7b72f757ef375c36646fa50b91024928f5d4c5c0f0fbe6,True,False
docs/experiments/casee/results/citylbm_casee_official_metric_gate_binary_gate.csv,csv_table,1266,98773635828e9bae790897eee112ca6147e078acce766efd27dedc30f682f76b,98773635828e9bae790897eee112ca6147e078acce766efd27dedc30f682f76b,True,False
docs/experiments/casee/results/citylbm_casee_official_metric_gate_binary_gate.json,json_manifest_or_gate,2118,bde31c34ff3d16d6cafc9bb969c8636f48edc2402a075bd575adcb410b2d525f,bde31c34ff3d16d6cafc9bb969c8636f48edc2402a075bd575adcb410b2d525f,True,False
docs/experiments/casee/results/citylbm_casee_official_metric_gate_binary_gate.md,markdown_report_or_protocol,1922,8619fd59e9d82f3e584d0c6b450d04a574b69ec5d94692d5d2dbcc1249d58d7a,8619fd59e9d82f3e584d0c6b450d04a574b69ec5d94692d5d2dbcc1249d58d7a,True,False
docs/experiments/casee/results/citylbm_casee_official_metric_gate_component_gate.csv,csv_table,439,adc881723338e244d67e029deecbaefa693261c65e308f7f0798d1e88152f401,adc881723338e244d67e029deecbaefa693261c65e308f7f0798d1e88152f401,True,False
docs/experiments/casee/results/citylbm_casee_official_metric_gate_component_gate.json,json_manifest_or_gate,1256,5c3e179bb701e0edf8be7ee4280d9dabdf7167812c88b579d5d3f3f6d13379b0,5c3e179bb701e0edf8be7ee4280d9dabdf7167812c88b579d5d3f3f6d13379b0,True,False
docs/experiments/casee/results/citylbm_casee_official_metric_gate_component_gate.md,markdown_report_or_protocol,1216,7819f99c304a04db6516900c27ccf9d7e0812c814fcbfa1767aa64a56b0ffc2b,7819f99c304a04db6516900c27ccf9d7e0812c814fcbfa1767aa64a56b0ffc2b,True,False
docs/experiments/casee/results/citylbm_casee_official_metrics_from_csv_binary_gate.csv,csv_table,1007,f0dcfe0e85d92953d36ef0d307676e5eabdaca373d8b143b811b113db30fe5d8,f0dcfe0e85d92953d36ef0d307676e5eabdaca373d8b143b811b113db30fe5d8,True,False
docs/experiments/casee/results/citylbm_casee_official_metrics_from_csv_binary_gate.json,json_manifest_or_gate,2066,a78fd6e2108adc4489607698d4cae6e7310fe0873cd36a14763e5ef5094b02a3,a78fd6e2108adc4489607698d4cae6e7310fe0873cd36a14763e5ef5094b02a3,True,False
docs/experiments/casee/results/citylbm_casee_official_metrics_from_csv_binary_gate.md,markdown_report_or_protocol,453,309f5f4e379a9311b404dd5ab8354517b2dc84c65dc38c7d2f82041a40cf6c43,309f5f4e379a9311b404dd5ab8354517b2dc84c65dc38c7d2f82041a40cf6c43,True,False
